dest_mac,src_mac,eth_proto,IPV4,Protocol,version,header_length,ttl,src,target,packet_data9,packet_data10,packet_data11,packet_data12,packet_data13,packet_data14,packet_data15
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.189.173.25,52282,443,2666985295,711505,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",,\x17\x03\x03\x00\x22\x28\xaa\x22\xb8\xe8\xe4\xcf\xca\x09\xcb\xa9\x33\xdf\x98\xc9\x8b\xe3\x99\xb9\xea\xe6\xda\x02\x67\x91\xfc\x79\xae\xc5\x4e\xc3\xbf\x76\x0b\x17\x03\x03\x08\x21\x7c\xed\xae\x55\x93\x8e\xd9\xcd\x45\xfa\xe7\x66\x65\x6a\xdf\x27\x11\x7c\x24\xa4\xc4\x3b\x9f\x83\x6c\x33\x41\x59\xec\x13\x6b\x44\x7d\x6a\x5d\x08\xf5\x78\x1c\xdd\x99\xc7\x69\x07\xcf\xa9\x08\xba\xa3\x21\xdd\x5c\xd0\x30\x40\xe7\x2e\x26\x74\x0a\x71\x63\x53\xb4\x47\xdd\xe3\xf9\xc9\xbd\x65\xd9\xb3\x86\x90\x09\x16\xfb\x39\x8a\x0c\xbc\x02\xeb\x19\xb8\x41\xcb\x21\xd4\xdb\x9c\x7e\x67\xc9\xe9\xfb\x8f\x3b\x39\xd9\x8b\xb1\x37\x1e\x02\x3c\xeb\x81\x15\x62\xb9\x5f\x1c\xa9\xb2\x6b\x70\xfa\x70\x31\x75\x21\x66\x00\x3a\x88\xb3\x68\xbe\xbe\x15\xe2\xba\xf0\x51\x44\x06\xe1\x2e\xb0\x60\x19\x22\x34\xc8\x81\x45\x87\x54\x67\x25\x23\xb0\xfc\x14\xb5\x09\xfa\x3f\x1c\xb1\x49\x26\x34\x05\x70\x33\xbc\xf7\x6d\x1e\xa1\xad\x11\x73\xf6\xa3\xec\x4b\x83\x49\x0b\xf5\x40\xee\xf2\xa3\xb7\x16\x62\x7a\x65\xa5\xad\x6f\xc5\xb3\x39\xa8\xf7\xf3\xa7\x4f\x76\x00\x73\x31\x3f\xe9\x9b\x9f\x50\xe9\x8a\x87\xd6\xad\x9f\x60\x2d\xe4\xae\x10\xa0\x4c\x6b\x90\x56\x45\x5b\xfc\xdf\xa8\x1b\x71\x39\xd8\x7b\x52\x1a\x6b\xbd\xbf\xc8\xb5\x35\x19\xf7\xbf\xba\x84\xf4\x08\x64\xd8\xf8\xbd\xa9\xa7\xd4\x0f\x93\x1e\xd2\x42\x55\xfc\xe6\x6f\xd2\x65\x35\xf1\x45\x83\xa8\x1f\x3a\x8e\xe3\xa2\x48\xbe\x71\xf1\xf0\xb4\x90\x02\xc5\xf5\x68\x42\x8b\x95\xdc\x2f\xb8\xd9\x77\xea\xe4\xfb\x66\x04\x5d\x7c\x35\xc6\xa4\xa8\x10\x7b\x96\xd8\x05\xa9\xc4\x90\x9c\xc1\x80\x16\x9d\x40\x87\x49\x17\xbb\x9d\x54\x18\x4d\x2f\x12\x97\x3f\xff\x41\xaa\x13\x12\xd8\x13\x8b\x6b\xc8\xa7\xe9\xcc\x9c\x93\x67\xa8\x85\x99\x0c\x26\x68\xad\x8c\x02\x8f\x8c\x50\x16\xc4\x79\x7e\x93\x23\x4d\xb0\xd1\xb3\xbf\x7a\x23\x52\xd9\xdc\x0a\x25\xa2\x95\x06\x0d\xc4\x4a\x4b\xda\x94\xab\x47\x85\x3d\x39\x54\x60\x7f\x68\x81\xc8\x0c\x1e\xef\x9d\xda\xdc\x5b\xf3\x52\x33\xa7\x6f\x9b\x72\x6d\x51\x52\x57\xc1\xc7\x04\xa2\xcd\xcd\x59\xc6\x1a\xc0\x86\xcb\x09\xce\x85\x47\x81\xae\x2d\xce\x26\xb0\x55\x07\x5e\x57\xa0\x32\x69\xcf\x93\xc1\x40\x75\xdb\xc0\x2d\xa3\xcf\x50\x3b\x34\xf0\xf7\xe5\xf2\xf0\x1c\x17\xa9\x4f\x0c\xc0\x5b\x8a\x89\x83\x1f\xc0\xb1\x50\x17\x5a\xe6\xb1\x80\xde\x1a\x1c\xd3\x3a\xc9\x68\x48\x96\x0f\xe2\x3c\x55\x2d\x8d\x98\xdd\xa1\x5f\x15\x3a\x49\x6f\xfe\xf1\xa1\x80\xc0\x6a\x43\xe6\x9c\x95\xe9\x7d\x5b\xbf\xc0\xc8\x04\xd7\x8c\x4b\xe7\xc4\x02\x0e\xfe\x0b\x9a\xf8\xd4\x06\x2e\xc8\x43\x67\x3f\xef\x58\xe1\x8a\x01\x3f\x00\x81\xfd\x23\x2e\x11\x88\x8e\x3c\x98\xf3\x04\xfe\x97\xa1\x8f\x42\x88\x09\xfb\x36\x46\x30\x69\x67\x47\xdc\xba\x7d\xa6\x46\x06\x84\x0c\x94\x9b\x1b\x62\x93\x6c\x59\xf1\xd9\x06\x96\xda\x71\x8e\xf8\x89\xb7\x70\xed\x00\xd7\x2d\xf3\x05\x7d\xe4\xdf\x1d\x24\x51\x90\x69\x58\xc4\xbf\xf0\x5d\xa8\x82\xef\x84\xb2\x06\xf6\xbc\xec\x0a\xc8\xec\xa2\x31\xd6\x19\xf2\xc6\x1b\x55\x04\xf2\x25\xbc\xd0\x2e\xbb\xf8\x98\xa0\xac\xa8\x16\x4f\xb7\xe0\x93\x51\xb7\x24\x96\xe2\xcf\x58\x70\x45\x38\xfe\xa4\x64\x8e\x03\xfb\xd8\x7f\x2a\x4b\xbd\xfb\x32\x03\x00\x5b\x79\x66\x68\xf1\x8e\x3c\xbb\x79\x4a\x6a\xed\xca\xe1\x0c\xae\xb4\x8a\xc1\x95\xd8\x61\x5b\x7e\x25\x5d\xba\x20\x71\x23\x39\x96\xad\xc6\x24\xf0\xdb\x5f\x6b\x2d\xc6\x93\xe0\x55\x30\x6c\xe7\xd6\x8e\x41\x3c\xa9\x93\x87\x4f\x06\x27\x62\xc6\xe7\x23\xdc\xbe\xde\xd9\xce\x19\xbb\x97\x46\x33\x3f\x45\xad\x67\x5a\x8a\x0d\xeb\x63\x61\xf8\xb7\xc5\xcc\x74\x7a\xdd\x71\xa8\xa7\x37\xdf\xd8\x46\xf1\x5e\x3e\xb4\xd0\xe1\x8f\x5f\xa4\x8f\x54\x7a\x47\x4f\xea\xba\xc3\xe8\x0f\x18\x4e\xe2\xb5\x71\xb4\x9a\xc3\x69\x5b\xba\xee\xd8\x58\xc2\xa0\xaf\xcf\xa9\x9a\x72\xde\x20\x3e\xc1\x8e\x58\x8e\xc0\x52\xc9\xc6\xf8\xa6\x3a\xeb\xd5\x58\xf9\xe4\xfb\x57\xda\x69\x83\xae\x2a\xd7\x71\xaf\xc4\x96\x9c\x61\x83\x8d\x16\xf5\x77\x4f\xb7\xea\x65\xcd\x26\x8c\xca\x24\x38\x98\x43\x76\x35\x2a\xd6\x30\x39\x7a\x5f\x58\xf4\xaa\x14\xf0\x51\x09\x98\x99\x5b\xdc\xa6\x51\xda\x3f\x13\x2c\x0c\xfb\x97\x10\xbd\x99\xac\x3e\x0f\xb9\x70\xd3\x39\xb1\xa1\xc2\x0a\x47\x3d\xcd\xc3\xde\xb6\x46\x2c\xa1\x4b\x78\xe6\xb8\x1d\xa4\x07\xe5\xa9\x72\x98\x74\x1e\x60\x76\x51\x43\x03\x06\x5e\x5e\xf7\x77\x32\x16\xd3\x58\x3f\xec\x9f\x3a\xbd\xa6\xf9\x05\x7c\x66\x93\xe9\xcd\xce\x80\x41\xb7\x6c\xee\xcd\xb8\xde\x8c\x33\x12\xdb\x14\x85\x32\x65\x98\x6a\xd6\xee\xd5\x68\x04\x8e\x76\x7c\x0a\x23\x44\x65\x7d\x1f\x96\x23\x17\x72\x86\xd1\xd8\x84\x59\xa6\x7f\xb6\xf3\x07\xda\x28\x33\x75\x37\xbe\xec\x16\xf8\xe9\x0a\x6f\x4a\x35\x5b\x7b\xf7\x1e\x05\xa4\x9f\xc2\x7c\x00\xe0\x93\x09\x28\xbd\x12\xcc\xb5\xd9\x4d\xde\xc9\xfe\xf8\xba\x6a\x80\xd4\x27\x8d\x54\x0c\x7f\xe2\xee\x82\x68\xfe\x46\xff\x9d\xb4\xeb\x62\x62\x99\xd5\x71\x30\x06\x0a\xb8\x8f\x83\xc1\x29\xf6\xc7\xe9\xa6\x3d\xfd\x0b\xf7\x8e\xf1\xf0\xd3\x3f\x14\x83\x79\xf6\xb5\x42\xed\xcf\x13\xa4\x01\x8b\x73\x52\xc0\x90\x63\xf5\xeb\xa7\x32\x66\x6d\xd3\x9a\xe4\x2d\xc3\xc3\x9e\x8b\x8f\x75\x65\xe0\xf4\x76\x6c\x5a\x7d\x8d\x70\x73\x61\x85\x5c\x6e\xd1\x2f\xe1\x52\xb1\x86\x07\x9a\x91\x12\x12\xe8\x37\x5d\xf8\xb9\x07\x7f\x30\x10\xc2\x37\x40\x94\xfa\x6c\x25\x70\x16\x9e\x03\x73\x90\xf3\xe4\x57\x93\x58\x3e\x03\x01\x29\xf6\x9d\xb8\xa2\x0a\x62\x29\x48\x3d\xf2\x06\xae\x8a\xfc\xeb\x3d\x65\xd0\x84\x4c\xa4\xa5\xbd\x19\x7e\x04\xef\xe2\xbd\x6e\x76\x5f\xdd\x40\xe6\xe4\xb2\x4e\x70\x16\xf9\x06\x65\xce\xf5\x72\x8e\x11\xcc\xc1\xdf\x77\x0c\xe4\x25\xf9\x13\x30\x63\x11\x0e\x7a\x07\xc2\xad\x6a\x1e\xb7\xb1\xe5\xbd\x76\x46\xe1\x81\xd9\x76\x0d\x98\x90\xfa\x5e\x2c\xc7\x5d\x35\x52\x6b\x6b\x75\x54\x5c\x50\x47\x5b\x1c\xe1\x96\x8a\x51\xed\x24\x62\x00\x45\xd1\x34\x01\xad\x76\xc8\x31\x36\x28\x67\x2e\x1e\x6d\xc5\xb4\xaf\x6a\x1b\x62\x50\x08\x7c\xc8\xfb\xfa\xd9\xc8\x04\x47\x15\x5e\xa9\x7c\xe8\x2e\x9c\x12\x3f\x80\x17\x24\x00\x53\xdd\x3c\xcc\xff\x71\xb2\xa4\xd1\xba\x4c\xbc\x39\xfb\xe8\x02\x22\x05\x20\x7f\x72\x71\x3f\x7e\x54\xe3\x75\x95\x6b\x8d\xd6\x82\xa8\x76\x78\x2f\x5a\x67\x07\xf0\xc0\x59\x15\x1f\x2c\x8b\x62\xf3\x8d\x31\x18\x91\x26\x0c\xfa\x0c\xfc\x27\x51\x20\x29\xdb\x1f\x30\x38\xd6\x58\xcd\xcf\x8c\x32\xf7\x5d\xa1\x86\x46\x8b\x56\x5f\x69\x08\xe8\xf9\x1e\x38\xc9\x8a\xa5\x11\xdc\x60\x1b\x6f\x7b\xbb\xd2\xa0\xf0\xea\xa6\x11\x9b\x31\x77\x22\x2b\xe1\x48\x83\xf3\x4f\x95\x61\xad\x40\x80\xb1\xb0\xb1\x9f\x33\xc1\x42\xd7\xf5\xd1\x01\x2f\xd7\x21\x95\x48\xa2\xec\xb7\xde\x09\xd5\xdf\x2b\x94\x28\x70\x63\xc1\x39\x95\x3f\xb8\x80\x67\x5e\x30\x69\x70\x8d\xe3\xef\x1c\x68\x1e\x94\x25\x23\xc9\x77\xbe\x5c\xf7\x9f\xc7\x64\x3c\x71\xc0\xfa\x39\x3c\x9f\xf7\x3f\xee\xcf\xd0\xbb\x4c\x5e\xea\x6c\x95\x99\xc9\x68\x14\x5d\xfe\xaa\x51\x37\xc6\x4d\xa8\xdd\xda\x77\xb6\x43\x73\x56\x58\xa2\x15\x34\x35\x1b\xbb\xf0\x69\x8f\x20\x55\x94\x8d\x65\x93\xeb\x65\xf3\x58\xe1\x56\xd8\x23\x5a\x6b\x74\xe4\xcc\x2a\x01\x9a\x3f\x71\x4d\x5d\xf2\xf7\xdf\x4c\x41\x04\xf8\x83\x97\xad\x9e\x1f\x37\xea\x15\xf0\xb1\x0f\x9d\xcc\xca\x79\xc3\x2b\xe6\xff\x6f\xca\x51\xc4\x45\x56\x0b\xff\x76\xb0\x34\xa9\xa0\x5e\xcb\x69\xf8\x5e\xf7\xbb\x1a\x7c\x44\x34\xb2\xff\xef\x7f\xbf\x60\xcf\x2f\xb9\x59\x27\x8e\x1c\x4f\x64\x84\x8d\xfc\x7b\x70\x1a\xba\x9d\x7f\xcb\x9f\x9a\x0d\xc2\x8c\xe9\x65\xd3\xba\xd1\x65\xc6\x1e\x64\xd0\xf1\x81\x8f\xa1\xc0\xe5\x79\x06\x60\xbd\x09\x8f\xf0\x50\xd9\x4a\x62\xe1\x44\x86\xff\x8d\xe6\x40\x5c\xc7\x9e\xda\xb3\xb1\xe2\x8c\x0a\x3a\x6d\x31\x22\x57\x80\x32\x5a\xec\xc1\x73\x2e\x35\xe3\x56\x0f\x00\xf6\x75\xaa\x63\x6c\xe5\x72\x8e\x4c\xe9\x98\xca\x52\x5d\xc2\x66\x90\xfa\xb5\x4e\x97\x8b\xec\x46\x3a\x42\x4d\xde\x6d\x32\x14\x8c\x2b\xf1\x6a\x13\x65\x88\x02\x6e\x84\x98\x26\x87\x6f\xbb\x43\x43\x5f\x11\x50\x43\xba\xd3\x81\x0d\x8b\x43\x36\x45\xce\x47\x16\x8b\xda\x0d\x3d\x99\xa7\x61\x50\x73\x68\xac\x8a\x8e\x14\x0f\xc3\x95\x7a\xac\xfc\x59\x51\xa2\xca\x14\x96\x37\x83\xc6\x7d\x66\x43\x24\x28\xda\x77\xa6\xb1\xfe\x4e\xc9\xdd\xad\x42\x34\x9b\xb3\x0f\x76\x37\xf1\xac\x32\xd0\xbb\x70\xf3\x67\x7e\x8e\x93\x72\x34\xcc\xd2\x7e\x80\x8a\x99\x37\x97\x92\x75\x24\xf8\xa9\x91\x26\x87\xe2\xe2\x83\x26\x79\x71\x55\x85\xe1\xba\xfb\x2d\xf8\xaa\x41\xcf\x6d\x8b\x3f\x8d\xdd\x8d\x92\xbe\x5e\x35\x83\x2e\x9d\x78\x7f\xd9\x5a\x75\x30\xa6\xa4\x63\xf7\x7c\x9d\x8b\xd4\xdf\xde\x4f\x28\xaa\x63\xcd\x0c\x9d\xdf\xcf\xea\xd1\x61\xc6\xcb\x5e\xe0\x22\x42\x88\xd0\xdf\xc6\x59\xdf\x32\x64\x85\x9f\x3a\xa8\xb1\x68\x1b\x7e\x5f\x71\x11\xb6\x12\xd6\x26\x45\x53\x34\x53\x6f\x86\xed\x81\x57\x78\xba\x92\x00\x1b\x29\x04\xed\x2b\x6c\x2c\x5b\x8e\xc3\xb0\xfd\x52\xe2\x6c\xda\x00\x73\xce\x93\x91\xa7\xd3\xe7\xaf\x7b\xc9\x57\xb8\xa0\xa1\x6b\x51\x48\x58\xf9\xa9\x1e\xb6\x8a\x0b\x64\xb4\x73\x0a\x10\x80\x0e\x8a\x9c\x68\x4e\x3a\xa8\x92\xc6\x72\xd7\x6c\x82\x42\x03\x95\xd9\xfe\x9b\x6c\x77\x71\xd9\xc9\xd9\x94\x74\xa1\xf6\xf1\xd5\xe3\xfc\x5c\x9a\xc3\xd8\x13\x4f\x8b\xe1\x68\xb6\xce\xae\xad\xab\x90\x4e\xb8\x2a\x0a\x55\x90\xc1\xf0\xe3\x40\x39\x58\x02\xa2\x5b\x10\x53\x0b\xa7\x83\xd3\x03\x80\x7d\x6d\xb9\xce\x3f\x36\xaf\xab\xf6\x87
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.189.173.25,10.0.2.15,443,52282,711505,2666985295,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.189.173.25,10.0.2.15,443,52282,711505,2666986755,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.189.173.25,10.0.2.15,443,52282,711505,2666987420,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,UDP,4,20,64,75.75.75.75,10.0.2.15,53,21305,,,,,\xdb\x02\x81\x80\x00\x01\x00\x02\x00\x01\x00\x00\x06\x6d\x6f\x62\x69\x6c\x65\x06\x65\x76\x65\x6e\x74\x73\x04\x64\x61\x74\x61\x09\x6d\x69\x63\x72\x6f\x73\x6f\x66\x74\x03\x63\x6f\x6d\x00\x00\x41\x00\x01\xc0\x0c\x00\x05\x00\x01\x00\x00\x00\x56\x00\x27\x06\x6d\x6f\x62\x69\x6c\x65\x06\x65\x76\x65\x6e\x74\x73\x04\x64\x61\x74\x61\x0e\x74\x72\x61\x66\x66\x69\x63\x6d\x61\x6e\x61\x67\x65\x72\x03\x6e\x65\x74\x00\xc0\x3e\x00\x05\x00\x01\x00\x00\x00\x17\x00\x29\x10\x6f\x6e\x65\x64\x73\x63\x6f\x6c\x70\x72\x64\x77\x75\x73\x32\x32\x06\x77\x65\x73\x74\x75\x73\x08\x63\x6c\x6f\x75\x64\x61\x70\x70\x05\x61\x7a\x75\x72\x65\xc0\x29\xc0\x82\x00\x06\x00\x01\x00\x00\x00\x22\x00\x30\x06\x6e\x73\x31\x2d\x30\x32\x09\x61\x7a\x75\x72\x65\x2d\x64\x6e\x73\xc0\x29\x06\x6d\x73\x6e\x68\x73\x74\xc0\x1f\x00\x00\x27\x11\x00\x00\x03\x84\x00\x00\x01\x2c\x00\x09\x3a\x80\x00\x00\x00\x3c
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,UDP,4,20,64,75.75.75.75,10.0.2.15,53,32323,,,,,\x6e\xf1\x81\x80\x00\x01\x00\x03\x00\x00\x00\x00\x06\x6d\x6f\x62\x69\x6c\x65\x06\x65\x76\x65\x6e\x74\x73\x04\x64\x61\x74\x61\x09\x6d\x69\x63\x72\x6f\x73\x6f\x66\x74\x03\x63\x6f\x6d\x00\x00\x01\x00\x01\xc0\x0c\x00\x05\x00\x01\x00\x00\x00\x6f\x00\x27\x06\x6d\x6f\x62\x69\x6c\x65\x06\x65\x76\x65\x6e\x74\x73\x04\x64\x61\x74\x61\x0e\x74\x72\x61\x66\x66\x69\x63\x6d\x61\x6e\x61\x67\x65\x72\x03\x6e\x65\x74\x00\xc0\x3e\x00\x05\x00\x01\x00\x00\x00\x3b\x00\x29\x10\x6f\x6e\x65\x64\x73\x63\x6f\x6c\x70\x72\x64\x77\x75\x73\x30\x39\x06\x77\x65\x73\x74\x75\x73\x08\x63\x6c\x6f\x75\x64\x61\x70\x70\x05\x61\x7a\x75\x72\x65\xc0\x29\xc0\x71\x00\x01\x00\x01\x00\x00\x00\x09\x00\x04\x14\xbd\xad\x0a
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.189.173.25,10.0.2.15,443,52282,711505,2666987420,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",,\x17\x03\x03\x00\x22\x81\x88\x5c\xbe\x99\x26\x1c\x81\x1a\xb6\xa2\x49\x31\x9a\x31\xed\x7e\xd0\x74\x0c\x77\x4f\x3b\x0a\x8e\x87\x47\x8d\x18\xd2\x58\xac\x5d\x71
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.189.173.25,52282,443,2666987420,711544,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.189.173.25,10.0.2.15,443,52282,711544,2666987420,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",,\x17\x03\x03\x00\x62\xd9\x36\x59\x59\x9a\xe5\x70\x61\xe5\x64\x15\x2b\x2f\x17\xe3\x95\x50\x61\x82\xc6\x23\xf4\xf7\xc0\x55\x14\x3d\xbc\x98\x35\x86\x02\x1a\x52\x68\x5d\xf2\x09\xe5\xda\xff\x49\x1a\x40\x2f\xdc\x25\xb1\x95\xd5\xbc\x1d\x29\x9a\xf0\xda\xb7\xc9\x05\x71\x5a\xe1\x77\x8b\xc5\x85\x47\x2b\xa8\x7e\xd6\xda\x3c\xb6\x9e\xb0\x1d\xb2\xa4\x7f\xa6\xf7\x8c\xd8\x27\x3c\x2e\xeb\xbc\xaa\x7d\xa6\xab\x66\x88\x36\xad\x27
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.189.173.25,52282,443,2666987420,711647,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.189.173.25,52282,443,2666987420,711647,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",,\x17\x03\x03\x00\x1e\x42\x70\x52\xa0\x03\xa7\xdd\xd0\x34\x97\x09\x1a\xd7\x8e\x5d\x99\x52\x48\x54\x01\x19\xb4\x5a\xb5\xe7\xef\xee\x12\x1c\x14
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.189.173.25,10.0.2.15,443,52282,711647,2666987455,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,152.199.4.33,46606,443,222672401,499466,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46606,499466,222672402,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,152.199.4.33,46616,443,1321196390,1031542,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46616,1031542,1321196391,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.189.173.25,52282,443,2666987454,711647,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.189.173.25,10.0.2.15,443,52282,711647,2666987455,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46606,499466,222672402,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",,\x17\x03\x03\x00\x34\xae\x9d\xe1\x95\x2d\xc6\x5d\xea\x33\xb6\xe7\x53\xb0\xba\xb4\xe7\x67\x12\x75\x69\x16\x89\xdd\x7d\x73\x67\x36\x49\xbd\x55\x65\x6d\x39\xed\x75\x4e\x84\x11\xd6\x5a\x17\x77\xa0\xd7\x87\x0b\x17\xd1\x99\xfb\x0d\x08
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46606,499523,222672402,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",,\x17\x03\x03\x00\x13\xa5\x20\xa9\xbb\x8a\xba\x04\x3b\x5c\xa7\x70\x7a\xee\xc2\x04\x13\x37\xa9\xb8
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,152.199.4.33,46606,443,222672402,499547,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,152.199.4.33,46606,443,222672402,499547,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 1",,
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46606,499547,222672403,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46606,499547,222672403,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 1",,\x00\x00\x00\x00\x00\x00
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,152.199.4.33,46606,443,222672403,499548,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46616,1031542,1321196391,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",,\x17\x03\x03\x00\x34\x5a\xb6\xc8\xbd\x95\xf6\xb3\xfe\xf2\x19\x00\x72\xbd\xfc\x72\xb4\x14\x7b\x49\xf8\x77\x9f\x52\xfc\x74\x1e\x67\x13\x01\x8f\x01\x9d\x80\xde\x97\xc8\x43\x1f\x2d\xb9\xe3\xc1\xc9\x0f\x81\x05\x5d\xac\x4c\x7a\xdb\xd6
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46616,1031599,1321196391,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",,\x17\x03\x03\x00\x13\xed\x5c\xc9\xf5\xad\x02\x4c\x4e\x49\x59\x99\x85\x9a\x49\x15\xaf\x9c\x91\x9b
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46616,1031623,1321196391,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 1",,\x00\x00\x00\x00\x00\x00
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,152.199.4.33,46616,443,1321196391,1031624,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,152.199.4.33,46616,443,1321196391,1031624,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 1",,
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,152.199.4.33,10.0.2.15,443,46616,1031624,1321196392,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",,\x00\x00\x00\x00\x00\x00
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,UDP,4,20,64,10.0.2.15,75.75.75.75,60849,53,,,,,\x4b\x06\x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x0b\x6d\x61\x72\x6b\x65\x74\x70\x6c\x61\x63\x65\x0c\x76\x69\x73\x75\x61\x6c\x73\x74\x75\x64\x69\x6f\x03\x63\x6f\x6d\x00\x00\x01\x00\x01
